SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND
Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2
24,24,44,38,38,2,2,2,2,2,32,32,32,32,34,34,37,37,29,29,36,17,18,13,13,13,13,19,4,4,47,47,21,8,3,3,33,14,14,14,0,0,0,16,48,48,48,48,48,48,1,28,28,28,28,3,27,5,3,3,12,12,12,10,10,10,43,43,43,35,35,35,11,43,43,43,18,18,18,21,2,38,36,38,38,38,38,10,32,34,14,14,24,24,39,13,2,28,28,28
358.5733333333333,358.5733333333333,630.5866666666667,539.2488888888888,539.2488888888888,80.56,80.56,80.56,80.56,80.56,439.9111111111111,439.9111111111111,439.9111111111111,439.9111111111111,456.9111111111111,456.9111111111111,555.2488888888889,555.2488888888889,440.9111111111111,440.9111111111111,541.2488888888888,266.23555555555555,253.23555555555555,182.89777777777778,182.89777777777778,182.89777777777778,182.89777777777778,258.23555555555555,91.56,91.56,644.5866666666667,644.5866666666667,347.5733333333333,179.89777777777778,75.56,75.56,461.9111111111111,265.23555555555555,265.23555555555555,265.23555555555555,80.56,80.56,80.56,267.23555555555555,641.5866666666667,641.5866666666667,641.5866666666667,641.5866666666667,641.5866666666667,641.5866666666667,69.56,439.9111111111111,439.9111111111111,439.9111111111111,439.9111111111111,75.56,370.5733333333333,89.56,75.56,75.56,159.89777777777778,159.89777777777778,159.89777777777778,162.89777777777778,162.89777777777778,162.89777777777778,625.5866666666667,625.5866666666667,625.5866666666667,548.2488888888888,548.2488888888888,548.2488888888888,170.89777777777778,625.5866666666667,625.5866666666667,625.5866666666667,253.23555555555555,253.23555555555555,253.23555555555555,347.5733333333333,80.56,539.2488888888888,541.2488888888888,539.2488888888888,539.2488888888888,539.2488888888888,539.2488888888888,162.89777777777778,439.9111111111111,456.9111111111111,265.23555555555555,265.23555555555555,358.5733333333333,358.5733333333333,531.2488888888888,182.89777777777778,80.56,439.9111111111111,439.9111111111111,439.9111111111111
326.37333333333333,326.37333333333333,252.03555555555556,324.37333333333333,324.37333333333333,251.03555555555556,251.03555555555556,251.03555555555556,251.03555555555556,251.03555555555556,419.7111111111111,419.7111111111111,419.7111111111111,419.7111111111111,616.3866666666667,616.3866666666667,238.03555555555556,238.03555555555556,145.69777777777776,145.69777777777776,161.69777777777776,341.37333333333333,427.7111111111111,622.3866666666667,622.3866666666667,622.3866666666667,622.3866666666667,510.0488888888889,421.7111111111111,421.7111111111111,533.0488888888889,533.0488888888889,66.36,164.69777777777776,329.37333333333333,329.37333333333333,514.0488888888889,48.36,48.36,48.36,49.36,49.36,49.36,236.03555555555556,625.3866666666667,625.3866666666667,625.3866666666667,625.3866666666667,625.3866666666667,625.3866666666667,146.69777777777776,63.36,63.36,63.36,63.36,329.37333333333333,600.3866666666667,532.0488888888889,329.37333333333333,329.37333333333333,533.0488888888889,533.0488888888889,533.0488888888889,345.37333333333333,345.37333333333333,345.37333333333333,157.69777777777776,157.69777777777776,157.69777777777776,56.36,56.36,56.36,433.7111111111111,157.69777777777776,157.69777777777776,157.69777777777776,427.7111111111111,427.7111111111111,427.7111111111111,66.36,251.03555555555556,324.37333333333333,161.69777777777776,324.37333333333333,324.37333333333333,324.37333333333333,324.37333333333333,345.37333333333333,419.7111111111111,616.3866666666667,48.36,48.36,326.37333333333333,326.37333333333333,429.7111111111111,622.3866666666667,251.03555555555556,63.36,63.36,63.36
4,4,3,4,4,3,3,3,3,3,5,5,5,5,7,7,3,3,2,2,2,4,5,7,7,7,7,6,5,5,6,6,1,2,4,4,6,1,1,1,1,1,1,3,7,7,7,7,7,7,2,1,1,1,1,4,7,6,4,4,6,6,6,4,4,4,2,2,2,1,1,1,5,2,2,2,5,5,5,1,3,4,2,4,4,4,4,4,5,7,1,1,4,4,5,7,3,1,1,1
4,4,7,6,6,1,1,1,1,1,5,5,5,5,5,5,6,6,5,5,6,3,3,2,2,2,2,3,1,1,7,7,4,2,1,1,5,3,3,3,1,1,1,3,7,7,7,7,7,7,1,5,5,5,5,1,4,1,1,1,2,2,2,2,2,2,7,7,7,6,6,6,2,7,7,7,3,3,3,4,1,6,6,6,6,6,6,2,5,5,3,3,4,4,6,2,1,5,5,5
-1,-1,553.890625,533.890625,-1,179.890625,-1,-1,-1,-1,564.890625,503.890625,-1,-1,477.890625,538.890625,514.890625,528.890625,363.890625,-1,-1,252.890625,457.890625,633.890625,-1,-1,-1,256.890625,243.890625,-1,561.890625,254.890625,269.890625,-1,629.890625,519.890625,-1,200.890625,605.890625,-1,637.890625,364.890625,-1,63.890625,641.890625,-1,177.890625,-1,-1,-1,33.890625,348.890625,-1,-1,-1,93.890625,638.890625,183.890625,-1,-1,-1,-1,-1,-1,644.890625,695.890625,519.890625,-1,-1,57.890625,-1,-1,527.890625,88.890625,-1,-1,606.890625,262.890625,166.890625,540.890625,596.890625,239.890625,446.890625,68.890625,-1,652.890625,176.890625,514.890625,522.890625,171.890625,52.890625,-1,-1,-1,554.890625,104.890625,171.890625,80.890625,-1,527.890625
-1,-1,326.90625,608.90625,-1,595.90625,-1,-1,-1,-1,491.90625,418.90625,-1,-1,620.90625,342.90625,321.90625,170.90625,246.90625,-1,-1,616.90625,530.90625,602.90625,-1,-1,-1,625.90625,415.90625,-1,506.90625,394.90625,504.90625,-1,520.90625,220.90625,-1,418.90625,49.90625,-1,40.90625,596.90625,-1,429.90625,605.90625,-1,328.90625,-1,-1,-1,134.90625,514.90625,-1,-1,-1,525.90625,410.90625,215.90625,-1,-1,-1,-1,-1,-1,608.90625,147.90625,51.90625,-1,-1,108.90625,-1,-1,530.90625,237.90625,-1,-1,422.90625,231.90625,151.90625,50.90625,52.90625,144.90625,256.90625,137.90625,-1,229.90625,218.90625,414.90625,153.90625,127.90625,269.90625,-1,-1,-1,413.90625,302.90625,152.90625,304.90625,-1,503.90625
-1,-1,4,7,-1,7,-1,-1,-1,-1,6,5,-1,-1,7,4,4,2,3,-1,-1,7,6,7,-1,-1,-1,7,5,-1,6,5,6,-1,6,3,-1,5,1,-1,1,7,-1,5,7,-1,4,-1,-1,-1,2,6,-1,-1,-1,6,5,3,-1,-1,-1,-1,-1,-1,7,2,1,-1,-1,2,-1,-1,6,3,-1,-1,5,3,2,1,1,2,3,2,-1,3,3,5,2,2,3,-1,-1,-1,5,4,2,4,-1,6
-1,-1,6,6,-1,2,-1,-1,-1,-1,6,6,-1,-1,5,6,6,6,4,-1,-1,3,5,7,-1,-1,-1,3,3,-1,6,3,3,-1,7,6,-1,2,7,-1,7,4,-1,1,7,-1,2,-1,-1,-1,0,4,-1,-1,-1,1,7,2,-1,-1,-1,-1,-1,-1,7,8,6,-1,-1,1,-1,-1,6,1,-1,-1,7,3,2,6,7,3,5,1,-1,7,2,6,6,2,1,-1,-1,-1,6,1,2,1,-1,6
-1,-1,107.18163879101886,284.5833650422021,-1,358.890469293187,-1,-1,-1,-1,144.33300721279568,63.98457625761623,-1,-1,21.460816306026825,285.5033782595788,93.07568345555437,72.11866429439365,127.18219266213407,-1,-1,275.85589596449245,229.2006416649121,451.41337472333896,-1,-1,-1,115.86516716351672,152.44118775911554,-1,86.72988455780349,413.4566404955354,445.3733451421001,-1,586.4872547461973,457.3781941454259,-1,376.0914695619428,340.65857867850883,-1,557.3947357590966,616.9690431471851,-1,280.95374520909104,19.48278789535386,-1,550.3768313838941,-1,-1,-1,37.567864461860616,460.62864086047176,-1,-1,-1,197.38591425529222,328.4767835137039,329.91579976794236,-1,-1,-1,-1,-1,-1,549.3329618184446,568.3965378063318,149.54430973312915,-1,-1,493.1656266947116,-1,-1,369.98755113038504,542.6564660601506,-1,-1,353.6877080618606,196.04276064348448,289.00478965782384,193.93399301411182,553.0393621007617,349.03266918548354,134.04527275146575,505.97121417666625,-1,147.77846263868892,377.39477616338286,358.794914952512,278.45614361247874,565.5526456218328,306.87637644775816,-1,-1,-1,28.43809629860851,328.8660099767115,134.0546294303416,432.7127226423103,-1,449.2453597458606
