XC,YC,,
607,207.90625,,
345,199.90625,,
279,836.90625,,
757,579.90625,,
627,573.90625,,
240,710.90625,,
868,563.90625,,
384,461.90625,,
494,717.90625,,
122,572.90625,,
602,99.90625,,
75,211.90625,,
469.078125,111.015625,,
1031.078125,530.015625,,
892.078125,720.015625,,
887.078125,879.015625,,
899.078125,286.015625,,
881.078125,106.015625,,
391.078125,252.015625,,
100.078125,102.015625,,
293.078125,376.015625,,
771.078125,1017.015625,,
770.078125,883.015625,,
615.078125,701.015625,,
784.078125,717.015625,,
584.078125,108.015625,,
914.078125,258.015625,,
891.078125,295.015625,,
864.078125,253.015625,,
329.078125,396.015625,,
900.078125,870.015625,,
934.078125,882.015625,,
341.078125,713.015625,,
749.078125,706.015625,,
121.078125,393.015625,,
466.078125,891.015625,,
726.078125,118.015625,,
921.078125,713.015625,,
272.078125,271.015625,,
575.078125,682.015625,,
906.078125,258.015625,,
905.078125,300.015625,,
770.078125,855.015625,,
422.078125,395.015625,,
242.078125,194.015625,,
281.078125,585.015625,,
871.078125,230.015625,,
888.078125,267.015625,,
587.078125,417.015625,,
433.078125,247.015625,,
286.078125,223.015625,,
902.078125,264.015625,,
557.9453125,476.953125,,
356.9453125,453.453125,,
181.9453125,342.453125,,
472.9453125,143.453125,,
576.9453125,416.453125,,
82.9453125,242.953125,,
356.9453125,255.953125,,
448.9453125,567.453125,,
292.9453125,258.953125,,
468.9453125,549.453125,,
86.9453125,223.453125,,
372.9453125,178.953125,,
563.9453125,548.953125,,
471.9453125,557.453125,,
582.9453125,253.953125,,
275.9453125,352.953125,,
188.9453125,255.453125,,
541.9453125,143.953125,,
473.9453125,59.953125,,
565.9453125,327.953125,,
271.9453125,391.453125,,
666.9453125,478.453125,,
646.9453125,259.953125,,
189.9453125,452.953125,,
363.9453125,160.453125,,
377.9453125,533.453125,,
351.9453125,165.953125,,
565.9453125,370.953125,,
66.9453125,355.953125,,
584.9453125,710.453125,,
680.9453125,368.953125,,
108.9453125,246.953125,,
195.9453125,63.953125,,
542.9453125,344.453125,,
384.9453125,333.953125,,
568.9453125,511.453125,,
170.9453125,514.453125,,
468.296875,1039.15625,,
739.296875,571.15625,,
292.296875,136.15625,,
612.296875,899.15625,,
173.296875,765.15625,,
760.296875,916.15625,,
633.296875,311.15625,,
800.296875,123.15625,,
1106.296875,936.15625,,
477.296875,880.15625,,
939.296875,448.15625,,
740.296875,739.15625,,
488.296875,607.15625,,
302.296875,715.15625,,
663.296875,110.15625,,
664.296875,99.15625,,
834.296875,442.15625,,
661.296875,633.15625,,
150.296875,293.15625,,
166.296875,1079.15625,,
178.296875,875.15625,,
490.296875,617.15625,,
760.296875,777.15625,,
949.296875,121.15625,,
965.296875,297.15625,,
781.296875,805.15625,,
789.296875,577.15625,,
755.296875,1075.15625,,
749.296875,574.15625,,
632.296875,603.15625,,
471.296875,121.15625,,
342.296875,1021.15625,,
308.296875,884.15625,,
923.296875,778.15625,,
617.296875,412.15625,,
168.296875,1072.15625,,
755.296875,900.15625,,
158.296875,791.15625,,
517.296875,283.15625,,
792.296875,565.15625,,
706.296875,886.15625,,
942.296875,442.15625,,
445.296875,771.15625,,
311.296875,754.15625,,
914.296875,765.15625,,
633.296875,607.15625,,
235.15625,499.046875,,
356.15625,149.046875,,
498.15625,332.046875,,
533.15625,149.046875,,
526.15625,441.046875,,
429.15625,320.046875,,
338.15625,592.046875,,
531.15625,135.046875,,
229.15625,504.046875,,
426.15625,580.046875,,
94.15625,499.046875,,
534.15625,316.046875,,
517.15625,243.046875,,
516.15625,587.046875,,
529.15625,513.046875,,
77.15625,221.046875,,
417.15625,414.046875,,
532.15625,321.046875,,
437.15625,155.046875,,
522.15625,140.046875,,
254.15625,154.046875,,
152.15625,496.046875,,
615.15625,590.046875,,
99.15625,136.046875,,
531.15625,40.046875,,
609.15625,148.046875,,
278.15625,418.046875,,
609.15625,501.046875,,
98.15625,135.046875,,
246.15625,507.046875,,
549.15625,128.046875,,
47.15625,211.046875,,
507.15625,517.046875,,
423.15625,300.046875,,
542.15625,423.046875,,
277.15625,408.046875,,
129.15625,415.703125,,
194.15625,120.703125,,
55.15625,325.703125,,
288.15625,207.703125,,
128.15625,330.703125,,
157.15625,418.703125,,
431.15625,193.703125,,
200.15625,460.703125,,
425.15625,112.703125,,
269.15625,331.703125,,
140.15625,405.703125,,
93.15625,479.703125,,
133.15625,122.703125,,
276.15625,471.703125,,
185.15625,484.703125,,
348.15625,52.703125,,
420.15625,477.703125,,
269.15625,487.703125,,
132.15625,282.703125,,
343.15625,481.703125,,
153.15625,391.703125,,
292.15625,114.703125,,
420.15625,200.703125,,
348.15625,205.703125,,
288.15625,179.703125,,
63.15625,269.703125,,
431.15625,202.703125,,
274.15625,117.703125,,
216.15625,343.703125,,
155.15625,422.703125,,
64.15625,425.703125,,
59.15625,114.703125,,
181.15625,409.703125,,
232.15625,408.703125,,
433.15625,62.703125,,
58.15625,425.703125,,
164.15625,419.703125,,
397.15625,347.703125,,
150.15625,147.703125,,
279.15625,126.703125,,
277.15625,397.703125,,
270.15625,217.703125,,
424.15625,269.703125,,
218.15625,414.703125,,
51.15625,422.703125,,
142.15625,474.703125,,
430.15625,322.703125,,
210.15625,485.703125,,
125.15625,126.703125,,
345.15625,56.703125,,
494.15625,205.703125,,
279.15625,405.703125,,
134.15625,409.703125,,
230.15625,414.703125,,
137.15625,274.703125,,
293.15625,344.703125,,
162.09375,288.15625,,
292.09375,627.15625,,
143.09375,285.15625,,
438.09375,446.15625,,
1115.09375,305.15625,,
279.09375,114.15625,,
759.09375,284.15625,,
1121.09375,295.15625,,
281.09375,449.15625,,
740.09375,1051.15625,,
295.09375,896.15625,,
1128.09375,279.15625,,
797.09375,87.15625,,
1093.09375,739.15625,,
322.09375,253.15625,,
946.09375,884.15625,,
331.09375,593.15625,,
1090.09375,1082.15625,,
804.09375,750.15625,,
929.09375,604.15625,,
323.09375,759.15625,,
651.09375,312.15625,,
917.09375,1105.15625,,
369.09375,595.15625,,
421.09375,1096.15625,,
475.09375,797.15625,,
963.09375,436.15625,,
112.09375,95.15625,,
491.09375,430.15625,,
487.09375,590.15625,,
438.09375,408.15625,,
663.09375,118.15625,,
184.09375,434.15625,,
1112.09375,566.15625,,
893.09375,914.15625,,
818.09375,781.15625,,
338.09375,244.15625,,
616.09375,410.15625,,
920.09375,896.15625,,
483.09375,278.15625,,
630.09375,450.15625,,
300.09375,611.15625,,
288.09375,591.15625,,
776.09375,277.15625,,
949.09375,879.15625,,
490.09375,627.15625,,
985.09375,572.15625,,
605.640625,607.1875,,
562.640625,59.1875,,
626.640625,387.1875,,
422.640625,350.1875,,
740.640625,501.1875,,
743.640625,286.1875,,
402.640625,64.1875,,
204.640625,308.1875,,
730.640625,587.1875,,
315.640625,603.1875,,
549.640625,378.1875,,
753.640625,280.1875,,
437.640625,714.1875,,
205.640625,602.1875,,
421.640625,509.1875,,
645.640625,75.1875,,
745.640625,297.1875,,
756.640625,187.1875,,
400.640625,259.1875,,
297.640625,510.1875,,
612.640625,283.1875,,
536.640625,712.1875,,
618.640625,499.1875,,
389.640625,505.1875,,
553.640625,194.1875,,
610.640625,615.1875,,
733.640625,467.1875,,
511.640625,279.1875,,
719.640625,192.1875,,
497.640625,67.1875,,
495.640625,402.1875,,
699.640625,583.1875,,
436.640625,621.1875,,
625.640625,600.1875,,
285.640625,546.1875,,
307.640625,280.1875,,
709.640625,166.1875,,
655.640625,228.1875,,
273.640625,267.1875,,
488.640625,290.1875,,
720.640625,374.1875,,
482.640625,70.1875,,
405.640625,736.1875,,
281.640625,254.1875,,
501.640625,192.1875,,
616.640625,406.1875,,
759.640625,178.1875,,
504.640625,493.1875,,
392.640625,598.1875,,
329.640625,409.1875,,
722.640625,56.1875,,
603.640625,183.1875,,
306.640625,176.1875,,
537.546875,523.078125,,
126.546875,309.078125,,
109.546875,122.078125,,
105.546875,82.078125,,
451.546875,561.078125,,
468.546875,577.078125,,
551.546875,396.078125,,
550.546875,387.078125,,
561.546875,628.078125,,
563.546875,376.078125,,
673.546875,617.078125,,
668.546875,296.078125,,
653.546875,220.078125,,
651.546875,205.078125,,
440.546875,519.078125,,
672.546875,503.078125,,
672.546875,393.078125,,
575.546875,300.078125,,
664.546875,191.078125,,
446.546875,150.078125,,
641.546875,205.078125,,
618.546875,173.078125,,
545.546875,180.078125,,
648.546875,129.078125,,
229.546875,561.078125,,
555.546875,450.078125,,
738.546875,198.078125,,
401.546875,100.078125,,
459.546875,204.078125,,
790.546875,300.078125,,
472.546875,202.078125,,
638.546875,521.078125,,
638.546875,315.078125,,
473.546875,475.078125,,
464.546875,650.078125,,
693.546875,168.078125,,
731.546875,191.078125,,
466.546875,183.078125,,
340.546875,295.078125,,
368.546875,538.078125,,
791.546875,190.078125,,
788.546875,191.078125,,
339.546875,307.078125,,
296.546875,676.078125,,
812.546875,107.078125,,
330.546875,635.078125,,
629.546875,183.078125,,
172.90625,283.796875,,
468.90625,453.796875,,
100.90625,464.796875,,
72.90625,298.796875,,
65.90625,268.796875,,
134.90625,126.796875,,
474.90625,418.796875,,
151.90625,357.796875,,
524.90625,372.796875,,
130.90625,434.796875,,
55.90625,431.796875,,
447.90625,428.796875,,
169.90625,183.796875,,
362.90625,267.796875,,
139.90625,136.796875,,
117.90625,221.796875,,
382.90625,335.796875,,
120.90625,365.796875,,
94.90625,219.796875,,
224.90625,353.796875,,
75.90625,288.796875,,
57.90625,285.796875,,
90.90625,502.796875,,
439.90625,356.796875,,
447.90625,272.796875,,
151.90625,178.796875,,
127.90625,449.796875,,
82.90625,274.796875,,
507.90625,373.796875,,
233.90625,452.796875,,
188.90625,120.796875,,
517.90625,518.796875,,
151.90625,266.796875,,
372.90625,407.796875,,
149.90625,274.796875,,
515.90625,376.796875,,
444.90625,405.796875,,
102.90625,366.796875,,
526.90625,375.796875,,
85.90625,179.796875,,
53.90625,127.796875,,
59.90625,352.796875,,
140.90625,492.796875,,
171.90625,132.796875,,
82.90625,482.796875,,
55.90625,376.796875,,
143.90625,376.796875,,
115.90625,140.796875,,
449.90625,360.796875,,
172.90625,154.796875,,
58.90625,129.796875,,
348.90625,352.796875,,
192.078125,538.40625,,
667.078125,78.40625,,
211.078125,428.40625,,
231.078125,639.40625,,
329.078125,643.40625,,
319.078125,404.40625,,
551.078125,641.40625,,
536.078125,398.40625,,
306.078125,650.40625,,
658.078125,427.40625,,
320.078125,624.40625,,
190.078125,297.40625,,
216.078125,184.40625,,
339.078125,437.40625,,
436.078125,82.40625,,
548.078125,509.40625,,
436.078125,206.40625,,
124.078125,518.40625,,
679.078125,307.40625,,
328.078125,70.40625,,
81.078125,168.40625,,
542.078125,433.40625,,
309.078125,432.40625,,
506.078125,520.40625,,
265.078125,528.40625,,
410.078125,510.40625,,
789.078125,78.40625,,
768.078125,332.40625,,
234.078125,322.40625,,
325.078125,432.40625,,
432.078125,500.40625,,
468.078125,454.40625,,
569.078125,100.40625,,
221.078125,57.40625,,
212.078125,542.40625,,
308.078125,51.40625,,
310.078125,628.40625,,
571.078125,626.40625,,
556.078125,446.40625,,
293.078125,428.40625,,
701.078125,531.40625,,
585.078125,529.40625,,
472.078125,53.40625,,
460.078125,529.40625,,
821.078125,343.40625,,
451.078125,435.40625,,
529.15625,210.71875,,
79.15625,183.71875,,
184.15625,71.71875,,
94.15625,518.71875,,
207.15625,530.71875,,
85.15625,530.71875,,
105.15625,189.71875,,
274.15625,610.71875,,
769.15625,207.71875,,
206.15625,535.71875,,
537.15625,88.71875,,
233.15625,753.71875,,
66.15625,536.71875,,
443.15625,597.71875,,
680.15625,402.71875,,
650.15625,500.71875,,
755.15625,77.71875,,
100.15625,310.71875,,
449.15625,519.71875,,
499.15625,607.71875,,
73.15625,173.71875,,
356.15625,627.71875,,
771.15625,529.71875,,
649.15625,535.71875,,
68.15625,200.71875,,
217.15625,188.71875,,
753.15625,547.71875,,
565.15625,733.71875,,
178.15625,414.71875,,
59.15625,406.71875,,
74.15625,177.71875,,
425.15625,189.71875,,
747.15625,524.71875,,
560.15625,524.71875,,
307.15625,739.71875,,
331.15625,515.71875,,
737.15625,518.71875,,
195.15625,408.71875,,
508.15625,605.71875,,
734.15625,45.71875,,
656.15625,753.71875,,
534.15625,48.71875,,
233.15625,724.71875,,
320.15625,531.71875,,
506.2624817,484.1124992,,
398.2624817,457.1124992,,
218.2624817,473.1124992,,
149.2624817,147.1124992,,
339.2624817,304.1124992,,
162.2624817,136.1124992,,
253.2624817,552.1124992,,
72.26248169,308.1124992,,
247.2624817,216.1124992,,
488.2624817,467.1124992,,
230.2624817,485.1124992,,
154.2624817,153.1124992,,
229.2624817,472.1124992,,
490.2624817,476.1124992,,
578.2624817,564.1124992,,
157.2624817,160.1124992,,
129.2624817,151.1124992,,
408.2624817,62.11249924,,
512.2624817,63.11249924,,
574.2624817,465.1124992,,
214.2624817,393.1124992,,
477.2624817,70.11249924,,
410.2624817,165.1124992,,
213.2624817,53.11249924,,
161.2624817,240.1124992,,
411.2624817,394.1124992,,
144.2624817,300.1124992,,
548.2624817,153.1124992,,
563.2624817,304.1124992,,
491.2624817,502.1124992,,
250.2624817,389.1124992,,
59.26248169,372.1124992,,
326.2624817,231.1124992,,
157.2624817,232.1124992,,
402.2624817,318.1124992,,
334.2624817,396.1124992,,
314.2624817,554.1124992,,
230.2624817,472.1124992,,
578.2624817,211.1124992,,
321.2624817,22.11249924,,
471.2624817,388.1124992,,
47.26248169,580.1124992,,
161.2624817,564.1124992,,
70.26248169,468.1124992,,
153.2624817,390.1124992,,
235.2624817,371.1124992,,
164.2624817,167.1124992,,
230.2624817,376.1124992,,
326.2624817,552.1124992,,
142.2624817,159.1124992,,
333.2624817,534.1124992,,
77.26248169,238.1124992,,
514.546875,782.078125,,
105.546875,79.078125,,
323.546875,639.078125,,
201.546875,84.078125,,
684.546875,634.078125,,
70.546875,642.078125,,
675.546875,644.078125,,
445.546875,550.078125,,
558.546875,547.078125,,
677.546875,628.078125,,
548.546875,660.078125,,
317.546875,557.078125,,
662.546875,738.078125,,
535.546875,528.078125,,
664.546875,637.078125,,
557.546875,522.078125,,
686.546875,397.078125,,
424.546875,565.078125,,
199.546875,527.078125,,
678.546875,666.078125,,
557.546875,207.078125,,
649.546875,640.078125,,
647.546875,180.078125,,
657.546875,659.078125,,
546.546875,552.078125,,
420.546875,373.078125,,
565.546875,431.078125,,
557.546875,529.078125,,
493.546875,534.078125,,
599.546875,400.078125,,
462.546875,400.078125,,
542.546875,644.078125,,
553.546875,640.078125,,
540.546875,518.078125,,
224.546875,612.078125,,
225.546875,420.078125,,
422.546875,533.078125,,
646.546875,629.078125,,
564.546875,387.078125,,
322.546875,324.078125,,
569.546875,515.078125,,
559.546875,295.078125,,
715.546875,424.078125,,
645.546875,645.078125,,
812.796875,419.75,,
170.796875,493.75,,
253.796875,102.75,,
803.796875,492.75,,
222.796875,931.75,,
578.796875,348.75,,
226.796875,368.75,,
546.796875,519.75,,
601.796875,503.75,,
369.796875,626.75,,
801.796875,493.75,,
544.796875,680.75,,
757.796875,527.75,,
540.796875,378.75,,
800.796875,387.75,,
400.796875,510.75,,
684.796875,253.75,,
779.796875,468.75,,
387.796875,645.75,,
642.796875,368.75,,
582.796875,643.75,,
672.796875,615.75,,
807.796875,507.75,,
386.796875,644.75,,
795.796875,611.75,,
849.796875,522.75,,
416.796875,529.75,,
687.796875,483.75,,
246.796875,238.75,,
572.796875,358.75,,
517.796875,490.75,,
680.796875,548.75,,
261.796875,627.75,,
824.796875,487.75,,
382.796875,632.75,,
432.796875,497.75,,
560.796875,545.75,,
772.796875,685.75,,
956.796875,641.75,,
768.796875,523.75,,
261.796875,631.75,,
447.796875,622.75,,
793.796875,622.75,,
553.890625,326.90625,,
533.890625,608.90625,,
179.890625,595.90625,,
564.890625,491.90625,,
503.890625,418.90625,,
477.890625,620.90625,,
538.890625,342.90625,,
514.890625,321.90625,,
528.890625,170.90625,,
363.890625,246.90625,,
252.890625,616.90625,,
457.890625,530.90625,,
633.890625,602.90625,,
256.890625,625.90625,,
243.890625,415.90625,,
561.890625,506.90625,,
254.890625,394.90625,,
269.890625,504.90625,,
629.890625,520.90625,,
519.890625,220.90625,,
200.890625,418.90625,,
605.890625,49.90625,,
637.890625,40.90625,,
364.890625,596.90625,,
63.890625,429.90625,,
641.890625,605.90625,,
177.890625,328.90625,,
33.890625,134.90625,,
348.890625,514.90625,,
93.890625,525.90625,,
638.890625,410.90625,,
183.890625,215.90625,,
644.890625,608.90625,,
695.890625,147.90625,,
519.890625,51.90625,,
57.890625,108.90625,,
527.890625,530.90625,,
88.890625,237.90625,,
606.890625,422.90625,,
262.890625,231.90625,,
166.890625,151.90625,,
540.890625,50.90625,,
596.890625,52.90625,,
239.890625,144.90625,,
446.890625,256.90625,,
68.890625,137.90625,,
652.890625,229.90625,,
176.890625,218.90625,,
514.890625,414.90625,,
522.890625,153.90625,,
171.890625,127.90625,,
52.890625,269.90625,,
554.890625,413.90625,,
104.890625,302.90625,,
171.890625,152.90625,,
80.890625,304.90625,,
527.890625,503.90625,,
306.25,349.5799999,,
159.25,143.5800018,,
166.25,144.5800018,,
224.25,372.6199989,,
66.25,441.5800018,,
390.25,520.6199989,,
416.25,48.58000183,,
185.25,459.5799999,,
141.25,123.5800018,,
77.25,354.5800018,,
345.25,125.5800018,,
536.25,59.58000183,,
210.25,435.5800018,,
401.25,216.5800018,,
447.25,194.5800018,,
275.25,143.5800018,,
211.25,454.5799999,,
376.25,138.5800018,,
301.25,502.5799999,,
540.25,140.5800018,,
77.25,376.5800018,,
213.25,443.5800018,,
134.25,431.5800018,,
313.25,211.5800018,,
50.25,200.5800018,,
394.25,62.58000183,,
527.25,262.5800018,,
456.25,200.5800018,,
123.25,354.5799999,,
139.25,203.5800018,,
473.25,131.5800018,,
152.25,437.5800018,,
427.25,205.5800018,,
443.25,510.5799999,,
358.25,210.5800018,,
377.25,520.6199989,,
393.25,412.6199989,,
45.25,433.6199989,,
357.25,130.5800018,,
358.25,43.58000183,,
609.25,97.58000183,,
453.25,56.58000183,,
385.25,436.5799999,,
363.25,507.6199989,,
575.75,314.375,,
239.75,192.375,,
685.75,511.375,,
693.75,536.375,,
345.4034119,293.8863525,,
335.4034119,204.977272,,
327.4034119,99.06818175,,
801.75,380.375,,
185.75,275.375,,
221.75,194.375,,
714.75,500.375,,
245.75,524.375,,
564.75,527.375,,
331.75,614.375,,
795.75,413.375,,
113.75,328.375,,
631.75,593.375,,
233.75,185.375,,
636.75,631.375,,
800.75,394.375,,
102.75,434.375,,
554.75,536.375,,
793.75,406.375,,
661.75,601.375,,
217.75,401.375,,
412.75,317.375,,
449.75,317.375,,
233.75,426.375,,
767.75,328.375,,
109.75,388.375,,
569.75,188.375,,
675.75,450.375,,
228.75,500.375,,
241.75,207.375,,
233.75,595.375,,
120.75,611.375,,
674.75,81.375,,
329.0749817,632.8874969,,
576.0749817,636.8874969,,
500.0749817,212.8874969,,
665.0749817,488.8874969,,
99.07498169,86.88749695,,
531.0749817,80.88749695,,
445.0749817,663.8874969,,
605.0749817,404.8874969,,
591.0749817,485.8874969,,
740.0749817,605.8874969,,
653.0749817,292.8874969,,
662.0749817,211.8874969,,
354.0749817,296.8874969,,
597.0749817,557.8874969,,
398.0749817,593.8874969,,
536.0749817,619.8874969,,
586.0749817,391.8874969,,
263.0749817,121.8874969,,
484.0749817,176.8874969,,
567.0749817,287.8874969,,
621.0749817,324.8874969,,
470.0749817,338.8874969,,
418.0749817,620.8874969,,
564.0749817,528.8874969,,
672.0749817,399.8874969,,
713.0749817,348.8874969,,
638.0749817,372.8874969,,
366.0749817,628.8874969,,
555.0749817,644.8874969,,
490.0749817,340.8874969,,
321.0749817,295.8874969,,
652.0749817,300.8874969,,
662.0749817,295.8874969,,
413.0749817,606.8874969,,
570.0749817,383.8874969,,
457.0749817,533.8874969,,
543.0749817,701.8874969,,
398.0749817,624.8874969,,
758.0749817,640.8874969,,
850.0749817,359.8874969,,
341.0749817,500.8874969,,
750.0749817,735.8874969,,
244.0749817,476.8874969,,
557.0749817,374.8874969,,
790.0749817,415.8874969,,
88.07498169,745.8874969,,
458.0749817,716.8874969,,
217.0749817,187.8874969,,
450.0749817,314.8874969,,
635.0749817,524.8874969,,
198.0749817,87.88749695,,
102.0749817,72.88749695,,
863.0749817,265.8874969,,
713.0749817,84.88749695,,
782.0749817,196.8874969,,
158.9249878,209.1124992,,
418.9249878,416.1124992,,
226.9249878,305.1124992,,
183.9249878,561.1124992,,
162.9249878,389.1124992,,
392.9249878,67.11249924,,
332.9249878,297.1124992,,
414.9249878,211.1124992,,
521.9249878,222.1124992,,
514.9249878,485.1124992,,
244.9249878,395.1124992,,
358.9249878,55.11249924,,
513.9249878,231.1124992,,
586.9249878,477.1124992,,
101.9249878,554.1124992,,
582.9249878,46.11249924,,
254.9249878,362.1124992,,
58.92498779,312.1124992,,
330.9249878,301.1124992,,
430.9249878,137.1124992,,
226.9249878,556.1124992,,
226.9249878,158.1124992,,
602.9249878,229.1124992,,
310.9249878,497.1124992,,
78.92498779,135.1124992,,
496.9249878,397.1124992,,
434.9249878,205.1124992,,
90.92498779,289.1124992,,
561.9249878,321.1124992,,
409.9249878,366.1124992,,
104.9249878,71.11249924,,
248.9249878,461.1124992,,
210.9249878,246.1124992,,
486.9249878,452.1124992,,
498.9249878,314.1124992,,
170.9249878,422.1124992,,
169.9249878,329.1124992,,
213.9249878,132.1124992,,
402.9249878,163.1124992,,
86.92498779,472.1124992,,
180.9249878,563.1124992,,
142.9249878,158.1124992,,
313.9249878,317.1124992,,
170.9249878,316.1124992,,
312.9249878,412.1124992,,
318.9249878,575.1124992,,
350.9249878,233.1124992,,
227.9249878,238.1124992,,
398.9249878,61.11249924,,
464.59375,346.65625,,
379.59375,213.65625,,
466.59375,73.65625,,
453.59375,432.65625,,
360.59375,57.65625,,
160.59375,109.65625,,
145.59375,420.65625,,
310.59375,362.65625,,
523.59375,439.65625,,
144.59375,378.65625,,
433.59375,422.65625,,
527.59375,47.65625,,
135.59375,273.65625,,
255.59375,354.65625,,
272.59375,409.65625,,
145.59375,202.65625,,
146.59375,343.65625,,
112.59375,43.65625,,
294.59375,218.65625,,
507.59375,259.65625,,
308.59375,225.65625,,
454.59375,498.65625,,
460.59375,37.65625,,
225.59375,284.65625,,
373.59375,268.65625,,
81.59375,205.65625,,
164.59375,311.65625,,
221.59375,57.65625,,
387.59375,359.65625,,
229.59375,414.65625,,
174.59375,186.65625,,
372.59375,201.65625,,
166.59375,105.65625,,
69.59375,183.65625,,
375.59375,303.65625,,
276.59375,121.65625,,
344.59375,44.65625,,
91.79998779,170.9000015,,
79.79998779,246.9000015,,
506.7999878,589.9000015,,
558.7999878,511.9000015,,
618.7999878,599.9000015,,
428.7999878,601.9000015,,
355.7999878,522.9000015,,
252.7999878,65.90000153,,
338.7999878,605.9000015,,
627.7999878,613.9000015,,
589.7999878,334.9000015,,
247.7999878,149.9000015,,
610.7999878,522.9000015,,
74.79998779,603.9000015,,
541.7999878,521.9000015,,
532.7999878,415.9000015,,
459.7999878,501.9000015,,
249.7999878,236.9000015,,
438.7999878,427.9000015,,
459.7999878,490.9000015,,
525.7999878,232.9000015,,
525.7999878,131.9000015,,
539.7999878,428.9000015,,
520.7999878,403.9000015,,
432.7999878,431.9000015,,
451.7999878,516.9000015,,
501.7999878,573.9000015,,
452.7999878,521.9000015,,
239.7999878,571.9000015,,
428.7999878,228.9000015,,
438.7999878,163.9000015,,
175.7999878,521.9000015,,
176.7999878,170.9000015,,
77.79998779,249.9000015,,
174.7999878,415.9000015,,
534.7999878,48.90000153,,
166.7999878,65.90000153,,
235.7999878,525.9000015,,
443.7999878,439.9000015,,
97.79998779,340.9000015,,
452.7999878,513.9000015,,
549.7999878,525.9000015,,
150.7999878,524.9000015,,
338.7999878,76.90000153,,
438.7999878,425.9000015,,
435.7999878,513.9000015,,
76.92498779,548.1124992,,
494.9249878,154.1124992,,
424.9249878,396.1124992,,
50.92498779,224.1124992,,
584.9249878,561.1124992,,
418.9249878,404.1124992,,
128.9249878,68.11249924,,
431.9249878,392.1124992,,
53.92498779,224.1124992,,
595.9249878,320.1124992,,
151.9249878,232.1124992,,
80.92498779,316.1124992,,
516.9249878,152.1124992,,
592.9249878,298.1124992,,
491.9249878,492.1124992,,
581.9249878,145.1124992,,
151.9249878,472.1124992,,
498.9249878,228.1124992,,
399.9249878,472.1124992,,
482.9249878,144.1124992,,
49.92498779,53.11249924,,
257.9249878,474.1124992,,
573.9249878,558.1124992,,
160.9249878,383.1124992,,
328.9249878,446.1124992,,
64.92498779,407.1124992,,
328.9249878,46.11249924,,
585.9249878,560.1124992,,
582.9249878,400.1124992,,
67.92498779,320.1124992,,
579.9249878,473.1124992,,
58.92498779,65.11249924,,
238.9249878,302.1124992,,
411.9249878,392.1124992,,
480.9249878,472.1124992,,
319.9249878,459.1124992,,
478.9249878,76.11249924,,
429.9249878,453.1124992,,
406.9249878,312.1124992,,
495.9249878,400.1124992,,
454.9249878,216.1124992,,
918.25,699.875,,
466.25,1033.875,,
789.25,273.875,,
759.25,736.875,,
911.25,399.875,,
925.25,872.875,,
111.25,726.875,,
752.25,854.875,,
447.25,849.875,,
804.25,347.875,,
137.25,78.875,,
289.25,227.875,,
271.25,1014.875,,
260.25,573.875,,
308.25,575.875,,
586.25,558.875,,
836.25,394.875,,
899.25,413.875,,
607.25,734.875,,
354.25,81.875,,
126.25,569.875,,
893.25,673.875,,
283.25,1026.875,,
464.25,1032.875,,
251.25,601.875,,
930.25,888.875,,
273.25,702.875,,
919.25,718.875,,
751.25,871.875,,
893.25,575.875,,
722.25,857.875,,
287.25,581.875,,
295.25,93.875,,
579.25,861.875,,
751.25,408.875,,
292.25,258.875,,
241.25,734.875,,
792.25,848.875,,
883.25,285.875,,
404.25,259.875,,
1099.25,621.875,,
459.6164856,1004.017052,,
144.6164856,100.0170517,,
461.6164856,135.0170517,,
1046.616486,441.0170517,,
109.6164856,532.0170517,,
289.6164856,543.0170517,,
1122.616486,292.0170517,,
490.6164856,755.0170517,,
911.6164856,393.0170517,,
348.6164856,752.0170517,,
933.6164856,619.0170517,,
605.6164856,861.0170517,,
287.6164856,702.0170517,,
807.6164856,171.0170517,,
264.6164856,99.0170517,,
772.6164856,979.0170517,,
310.6164856,464.0170517,,
769.6164856,861.0170517,,
753.6164856,860.0170517,,
889.6164856,281.0170517,,
603.6164856,116.0170517,,
859.6164856,130.0170517,,
485.6164856,389.0170517,,
924.6164856,734.0170517,,
621.6164856,700.0170517,,
1043.616486,548.0170517,,
164.6164856,682.0170517,,
754.6164856,246.0170517,,
640.6164856,580.0170517,,
84.6164856,100.0170517,,
468.6164856,111.0170517,,
779.6164856,285.0170517,,
330.6164856,1012.017052,,
599.6164856,111.0170517,,
892.6164856,876.0170517,,
745.6164856,732.0170517,,
400.15625,81.71875,,
665.15625,649.71875,,
297.15625,263.71875,,
285.15625,228.71875,,
288.15625,43.71875,,
192.15625,636.71875,,
681.15625,338.71875,,
290.15625,652.71875,,
577.15625,342.71875,,
306.15625,532.71875,,
262.15625,267.71875,,
72.15625,183.71875,,
361.15625,478.71875,,
460.15625,450.71875,,
479.15625,417.71875,,
581.15625,444.71875,,
88.15625,65.71875,,
355.15625,538.71875,,
670.15625,358.71875,,
270.15625,233.71875,,
76.15625,443.71875,,
567.15625,380.71875,,
372.15625,271.71875,,
560.15625,375.71875,,
292.15625,264.71875,,
60.15625,268.71875,,
65.15625,538.71875,,
466.15625,655.71875,,
564.15625,362.71875,,
463.15625,574.71875,,
49.15625,251.71875,,
267.15625,263.71875,,
62.15625,54.71875,,
665.15625,271.71875,,
284.15625,66.71875,,
