XC,YC,,
536.046875,674.75,,
520.046875,676.75,,
294.046875,203.75,,
397.046875,690.75,,
233.046875,483.75,,
348.046875,297.75,,
319.046875,379.75,,
417.046875,183.75,,
481.046875,582.75,,
315.046875,565.75,,
502.046875,472.75,,
614.046875,196.75,,
270.046875,473.75,,
550.046875,293.75,,
285.046875,405.75,,
425.046875,554.078125,,
326.046875,415.078125,,
579.046875,532.078125,,
661.046875,318.078125,,
554.046875,308.078125,,
325.046875,174.078125,,
662.046875,556.078125,,
660.046875,438.078125,,
652.046875,537.078125,,
652.046875,443.078125,,
337.046875,236.078125,,
348.046875,203.078125,,
453.046875,317.078125,,
673.046875,538.078125,,
395.046875,514.078125,,
446.046875,369.078125,,
581.046875,599.078125,,
242.046875,500.078125,,
222.046875,119.078125,,
547.046875,555.078125,,
421.046875,81.078125,,
565.046875,534.078125,,
199.046875,635.078125,,
634.046875,275.078125,,
434.046875,286.078125,,
337.046875,624.078125,,
214.046875,635.078125,,
414.046875,379.078125,,
338.046875,202.078125,,
552.046875,422.078125,,
291.046875,526.078125,,
580.046875,519.078125,,
323.046875,275.078125,,
213.046875,623.078125,,
668.453125,340.953125,,
645.453125,251.953125,,
273.453125,335.953125,,
450.453125,337.953125,,
439.453125,447.953125,,
170.453125,520.953125,,
253.453125,253.953125,,
552.453125,162.953125,,
645.453125,265.453125,,
269.453125,140.453125,,
269.453125,529.453125,,
472.453125,235.453125,,
559.453125,52.453125,,
425.453125,642.453125,,
84.453125,229.453125,,
186.453125,535.953125,,
91.453125,156.953125,,
466.453125,242.453125,,
269.453125,424.453125,,
444.453125,203.453125,,
554.453125,464.953125,,
192.453125,261.953125,,
474.453125,307.953125,,
80.453125,44.953125,,
270.453125,529.953125,,
105.453125,353.953125,,
371.453125,349.953125,,
473.453125,259.953125,,
191.453125,53.953125,,
539.453125,331.953125,,
554.453125,246.953125,,
177.453125,256.953125,,
447.453125,627.953125,,
637.453125,246.953125,,
293.453125,541.953125,,
478.453125,149.953125,,
174.453125,453.953125,,
463.453125,49.953125,,
633.453125,145.953125,,
345.453125,59.953125,,
540.453125,507.953125,,
341.453125,537.953125,,
163.453125,479.953125,,
74.7124939,374.1124992,,
604.7124939,482.1124992,,
78.7124939,298.1124992,,
79.7124939,462.1124992,,
343.7124939,542.1124992,,
242.7124939,319.1124992,,
414.7124939,468.1124992,,
59.7124939,557.1124992,,
423.7124939,293.1124992,,
162.7124939,233.1124992,,
456.7124939,217.1124992,,
342.7124939,226.1124992,,
85.7124939,205.1124992,,
523.7124939,298.1124992,,
68.7124939,109.1124992,,
549.7124939,552.1124992,,
157.7124939,385.1124992,,
478.7124939,486.1124992,,
490.7124939,393.1124992,,
323.7124939,550.1124992,,
314.7124939,41.11249924,,
252.7124939,401.1124992,,
63.7124939,238.1124992,,
80.7124939,401.1124992,,
350.7124939,415.1124992,,
144.7124939,401.1124992,,
339.7124939,385.1124992,,
481.7124939,34.11249924,,
234.7124939,44.11249924,,
154.7124939,64.11249924,,
475.7124939,382.1124992,,
319.7124939,481.1124992,,
155.7124939,130.1124992,,
166.7124939,562.1124992,,
168.7124939,473.1124992,,
582.7124939,462.1124992,,
198.7124939,473.1124992,,
415.7124939,119.1124992,,
229.7124939,457.1124992,,
258.7124939,231.1124992,,
582.7124939,295.1124992,,
490.7124939,122.1124992,,
314.7124939,52.11249924,,
246.7124939,49.11249924,,
673.0375061,180.8874969,,
356.0375061,163.8874969,,
234.0375061,95.88749695,,
674.0375061,529.8874969,,
233.0375061,180.8874969,,
216.0375061,528.8874969,,
690.0375061,771.8874969,,
681.0375061,630.8874969,,
288.0375061,310.8874969,,
436.0375061,283.8874969,,
681.0375061,156.8874969,,
894.0375061,284.8874969,,
651.0375061,576.8874969,,
587.0375061,400.8874969,,
216.0375061,503.8874969,,
482.0375061,512.8874969,,
538.0375061,138.8874969,,
773.0375061,445.8874969,,
249.0375061,284.8874969,,
570.0375061,172.8874969,,
526.0375061,388.8874969,,
569.0375061,171.8874969,,
667.0375061,179.8874969,,
421.0375061,182.8874969,,
412.0375061,176.8874969,,
315.0375061,588.8874969,,
251.0375061,667.8874969,,
567.0375061,415.8874969,,
466.0375061,188.8874969,,
401.0375061,311.8874969,,
218.0375061,169.8874969,,
413.0375061,308.8874969,,
534.0375061,196.8874969,,
560.0375061,513.8874969,,
562.0375061,272.8874969,,
589.0375061,272.8874969,,
751.0375061,303.8874969,,
764.0375061,292.8874969,,
453.0375061,259.8874969,,
626.0375061,316.8874969,,
565.0375061,313.8874969,,
326.0375061,67.88749695,,
694.0375061,185.8874969,,
521.0375061,175.8874969,,
890.0375061,367.8874969,,
666.0375061,312.8874969,,
306.0375061,306.8874969,,
734.0375061,330.8874969,,
519.0375061,216.8874969,,
650.0375061,404.8874969,,
202.0375061,328.8874969,,
117.34375,378.75,,
543.34375,600.75,,
518.34375,197.75,,
118.34375,403.75,,
215.34375,593.75,,
280.34375,479.75,,
419.34375,566.75,,
308.34375,587.75,,
486.34375,506.75,,
316.34375,299.75,,
530.34375,699.75,,
111.34375,51.75,,
98.34375,692.75,,
531.34375,625.75,,
528.34375,564.75,,
521.34375,195.75,,
305.34375,293.75,,
487.34375,487.75,,
213.34375,470.75,,
390.34375,511.75,,
504.34375,593.75,,
320.34375,388.75,,
577.34375,384.75,,
331.34375,488.75,,
508.34375,593.75,,
521.34375,301.75,,
515.34375,375.75,,
523.34375,464.75,,
513.34375,186.75,,
295.34375,392.75,,
93.34375,707.75,,
536.34375,732.75,,
488.34375,463.75,,
393.34375,492.75,,
515.34375,396.75,,
303.34375,401.75,,
323.34375,384.75,,
538.34375,272.75,,
506.34375,301.75,,
288.34375,267.75,,
734.1335449,490.0170517,,
525.1335449,762.0170517,,
415.1335449,111.0170517,,
686.1335449,221.0170517,,
283.1335449,630.0170517,,
699.1335449,323.0170517,,
701.1335449,780.0170517,,
811.1335449,773.0170517,,
334.1335449,809.0170517,,
412.1335449,719.0170517,,
849.1335449,219.0170517,,
420.1335449,352.0170517,,
679.1335449,492.0170517,,
176.1335449,104.0170517,,
831.1335449,260.0170517,,
991.1335449,242.0170517,,
710.1335449,788.0170517,,
109.1335449,622.0170517,,
721.1335449,211.0170517,,
855.1335449,108.0170517,,
295.1335449,503.0170517,,
736.1335449,240.0170517,,
876.1335449,108.0170517,,
972.1335449,119.0170517,,
340.890625,116.03125,,
425.890625,104.03125,,
797.890625,76.03125,,
768.890625,98.03125,,
724.890625,131.03125,,
441.890625,87.03125,,
432.890625,105.03125,,
412.890625,121.03125,,
454.890625,134.03125,,
623.890625,113.03125,,
624.890625,86.03125,,
922.890625,141.03125,,
714.890625,71.03125,,
864.890625,126.03125,,
791.890625,64.03125,,
397.890625,110.03125,,
568.890625,97.03125,,
738.890625,54.03125,,
775.890625,90.03125,,
781.890625,88.03125,,
753.890625,63.03125,,
731.890625,67.03125,,
695.890625,59.03125,,
648.890625,116.03125,,
851.890625,107.03125,,
738.890625,75.03125,,
845.890625,73.03125,,
762.890625,124.03125,,
912.890625,106.03125,,
771.890625,118.03125,,
766.890625,91.03125,,
723.890625,78.03125,,
722.890625,91.03125,,
783.890625,156.03125,,
758.890625,50.03125,,
719.890625,60.03125,,
831.890625,24.03125,,
740.890625,91.03125,,
1183.890625,243.03125,,
315.15625,281.1875,,
723.15625,566.1875,,
435.15625,506.1875,,
300.15625,508.1875,,
92.15625,595.1875,,
723.15625,587.1875,,
196.15625,261.1875,,
187.15625,62.1875,,
411.15625,290.1875,,
711.15625,476.1875,,
732.15625,583.1875,,
744.15625,384.1875,,
743.15625,475.1875,,
532.15625,291.1875,,
297.15625,494.1875,,
720.15625,678.1875,,
733.15625,603.1875,,
178.15625,286.1875,,
229.15625,575.1875,,
727.15625,379.1875,,
526.15625,517.1875,,
552.15625,384.1875,,
531.15625,515.1875,,
739.15625,481.1875,,
222.15625,404.1875,,
757.15625,714.1875,,
389.15625,300.1875,,
233.15625,179.1875,,
522.15625,605.1875,,
506.15625,77.1875,,
515.15625,59.1875,,
600.15625,503.1875,,
507.15625,734.1875,,
721.15625,583.1875,,
708.15625,484.1875,,
304.15625,436.1875,,
494.15625,507.1875,,
205.15625,488.1875,,
324.15625,56.1875,,
530.15625,524.1875,,
538.15625,704.1875,,
199.15625,495.1875,,
623.15625,711.1875,,
762.15625,701.1875,,
720.15625,604.1875,,
300.15625,201.1875,,
741.15625,294.1875,,
100.15625,160.1875,,
402.15625,407.1875,,
203.046875,315.078125,,
557.046875,228.078125,,
110.046875,307.078125,,
637.046875,203.078125,,
696.046875,413.078125,,
528.046875,527.078125,,
663.046875,421.078125,,
658.046875,553.078125,,
662.046875,658.078125,,
115.046875,538.078125,,
680.046875,537.078125,,
316.046875,182.078125,,
202.046875,416.078125,,
313.046875,173.078125,,
668.046875,643.078125,,
556.046875,113.078125,,
305.046875,54.078125,,
684.046875,625.078125,,
453.046875,618.078125,,
71.046875,191.078125,,
418.046875,287.078125,,
407.046875,201.078125,,
152.046875,196.078125,,
668.046875,579.078125,,
349.046875,304.078125,,
117.046875,104.078125,,
228.046875,316.078125,,
176.046875,196.078125,,
688.046875,436.078125,,
763.046875,545.078125,,
238.046875,278.078125,,
210.046875,82.078125,,
211.046875,287.078125,,
678.046875,567.078125,,
644.046875,663.078125,,
582.046875,434.078125,,
661.046875,311.078125,,
449.046875,303.078125,,
703.046875,442.078125,,
465.046875,747.078125,,
305.046875,185.078125,,
63.046875,217.078125,,
198.046875,194.078125,,
338.046875,272.078125,,
473.046875,383.078125,,
582.046875,167.078125,,
644.046875,144.078125,,
470.046875,341.078125,,
302.046875,275.078125,,
627.046875,439.078125,,
635.046875,214.078125,,
311.046875,402.078125,,
447.046875,285.078125,,
796.046875,194.078125,,
319.046875,286.078125,,
464.046875,576.078125,,
617.046875,660.078125,,
668.046875,278.078125,,
672.046875,103.078125,,
765.046875,281.078125,,
214.046875,493.078125,,
755.046875,293.078125,,
645.046875,654.078125,,
451.046875,290.078125,,
660.046875,420.078125,,
182.046875,419.078125,,
670.046875,313.078125,,
756.046875,345.078125,,
413.046875,428.078125,,
277.046875,312.078125,,
617.046875,209.078125,,
616.046875,602.078125,,
327.046875,601.078125,,
632.046875,335.078125,,
624.046875,307.078125,,
234.046875,384.078125,,
560.046875,337.078125,,
853.046875,321.078125,,
575.046875,314.078125,,
326.046875,447.078125,,
760.046875,293.078125,,
312.046875,559.078125,,
616.046875,300.078125,,
461.046875,220.078125,,
446.046875,217.078125,,
681.046875,209.078125,,
751.046875,423.078125,,
492.046875,369.078125,,
800.046875,291.078125,,
334.046875,402.078125,,
856.046875,195.078125,,
469.046875,211.078125,,
495.046875,197.078125,,
92.5,281.25,,
80.5,137.25,,
561.5,146.25,,
82.5,146.25,,
66.5,288.25,,
267.5,60.25,,
84.5,149.25,,
517.5,439.25,,
567.5,156.25,,
517.5,427.25,,
648.5,424.25,,
537.5,229.25,,
273.5,358.25,,
633.5,339.25,,
357.5,530.25,,
396.5,621.25,,
469.5,246.25,,
540.5,254.25,,
632.5,335.25,,
580.5,167.25,,
249.5,148.25,,
558.5,354.25,,
84.5,432.25,,
61.5,513.25,,
44.5,52.25,,
530.5,152.25,,
552.5,545.25,,
452.5,598.25,,
156.5,501.25,,
361.5,486.25,,
266.5,42.25,,
553.5,448.25,,
156.5,618.25,,
386.5,628.25,,
553.5,248.25,,
327.5,233.25,,
251.5,135.25,,
531.5,639.25,,
639.5,565.25,,
636.5,256.25,,
644.5,174.25,,
89.5,614.25,,
526.5,242.25,,
563.5,408.25,,
270.5,64.25,,
79.5,256.25,,
619.5,647.25,,
659.5,251.25,,
672.5,165.25,,
356,728.90625,,
603,343.90625,,
361,81.90625,,
731,591.90625,,
254,587.90625,,
132,207.90625,,
105,705.90625,,
736,715.90625,,
353,726.90625,,
104,868.90625,,
747,600.90625,,
104,341.90625,,
881,487.90625,,
486,729.90625,,
866,558.90625,,
205,66.90625,,
892,696.90625,,
747,554.90625,,
750,214.90625,,
102,182.90625,,
827,586.90625,,
98,453.90625,,
231,221.90625,,
473,584.90625,,
109,62.90625,,
474,851.90625,,
460,81.90625,,
643,556.90625,,
752,223.90625,,
849,181.90625,,
358,461.90625,,
389,458.90625,,
877,559.90625,,
382,596.90625,,
